HDBID,Database Item URL,Collectible URL,Image URL,Name,Sale Title,Series,Brand,Exclusive To,UPC,Release Date,Production Status,Scale,Reference Number,Estimated Value,Item Condition,Condition Notes,Grading Company,Grade,Grade Authenticity Number,More Details,Quantity,HDBC Number,Storage Location,Paused,Final Price,Put on Sale Date,Selling Format,List Name,List Id,Private Notes,Description,Date Added To Collectible,Date Purchased,Packaging Condition,Privacy,Price Paid,Acquired From
647612,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647612"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468464"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/899786/Stormtrooper_Art_Toys_5dedb001-6194-46bd-88f0-dc42b55617b5.JPG,Stormtrooper,Stormtrooper,"Pop! Vinyl, Pop! Star Wars",Funko,,889698528733,2021/2,Standard,,418,10.0,Mint,,,,,,1,HDBC64468464,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647622,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647622"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468546"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1351136/Emperor_Palpatine_%2528The_Rise_of_Skywalker%2529_Vinyl_Art_Toys_9d7fa993-1f55-44f1-aa1f-abbdf0456bdd.jpg,Emperor Palpatine,Emperor Palpatine,"Pop! Vinyl, Pop! Star Wars",Funko,,889698514835,2021,Standard,,433,8.0,Mint,,,,,,1,HDBC64468546,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647611,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647611"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468560"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/899782/Darth_Vader_Art_Toys_304bf3e9-f06b-49f7-9884-a151c485765f.JPG,Darth Vader (Valentine / Pink),Darth Vader (Valentine / Pink),"Pop! Vinyl, Pop! Star Wars",Funko,,889698528726,2021,Standard,1/20,417,17.0,Mint,,,,,,1,HDBC64468560,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
806409,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/806409"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671707"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1201270/Fire_Nation_Aang_Vinyl_Art_Toys_fe556c27-2d8f-4331-a744-c5990bd686e3.png,Fire Nation Aang,Fire Nation Aang,"Pop! Vinyl, Pop! Digital, Avatar Legends x Funko Series 1",Funko,Droppp,889698685146,2022/8/9,"Exclusive, Limited Edition","3.75""",52,590.0,Mint,,,,,,1,HDBC57671707,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
667997,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/667997"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468741"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937609/Stormtrooper_Art_Toys_9153cd51-bd0a-4e16-80a8-de05a37b3d48.JPG,Stormtrooper,Stormtrooper,"Pop! Vinyl, Pop! Star Wars, WonderCon",Funko,WonderCon,889698542746,2021/4/21,Exclusive,,296,15.0,Mint,,,,,,3,HDBC64468741,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
686771,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/686771"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468533"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/962783/Darth_Vader_Art_Toys_e67deaa2-0e41-4edb-90a1-0844a8309de9.JPG,Darth Vader,Darth Vader,"Pop! Vinyl, Pop! Star Wars",Funko,Funko Shop,889698551694,2021,Exclusive,"3.75""",428,10.0,Mint,,,,,,2,HDBC64468533,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
672814,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/672814"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468360"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/945790/Obi-Wan_Kenobi_%2528Tatooine%2529_Art_Toys_305bb0d8-aaaf-40c2-8037-ae1567ff884c.JPG,Obi-Wan Kenobi (Tatooine),Obi-Wan Kenobi (Tatooine),"Pop! Vinyl, Pop! Star Wars",Funko,Amazon,889698554947,2021/4,Exclusive,"3.75""",10,18.0,Mint,,,,,,3,HDBC64468360,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647623,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647623"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469719"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/909638/Rey_%2528Yellow_Lightsaber%2529_Art_Toys_11739684-0036-47f5-b9b4-9e6f683f6f32.JPG,Rey (Yellow Lightsaber),Rey (Yellow Lightsaber),"Pop! Vinyl, Pop! Star Wars",Funko,,889698514828,2021,Standard,,432,14.0,Mint,,,,,,1,HDBC64469719,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
588272,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/588272"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469799"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1303110/Boba_Fett_%2528Black_Box_Variant%2529__Vinyl_Art_Toys_ef7dfa9c-5aa5-43dc-b9f7-332a86b700b5.jpeg,Boba Fett,Boba Fett,"Pop! Vinyl, Pop! Star Wars",Funko,,830395023861,,Standard,,08,18.0,Mint,,,,,,1,HDBC64469799,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
528931,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/528931"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469812"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1489829/Incinerator_Stormtrooper_Vinyl_Art_Toys_44f61894-c2b5-410a-ae1a-226acd04e04f.png,Incinerator Stormtrooper,Incinerator Stormtrooper,"Pop! Vinyl, Pop! Star Wars",Funko,,889698455428,2020/1,Standard,"3.75""",350,9.0,Mint,,,,,,1,HDBC64469812,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
691080,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/691080"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468697"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1380572/Stormtrooper_Vinyl_Art_Toys_54a757b7-a21a-4ec9-bc7c-c58d1d4d38db.png,Stormtrooper,Stormtrooper,"Pop! Vinyl, Pop! Star Wars, Star Wars: Retro Series",Funko,Target,889698579322,2021/8,Exclusive,"3.75""",455,18.0,Mint,,,,,,2,HDBC64468697,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
619684,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/619684"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468454"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/973349/The_Mandalorian_with_The_Child_Vinyl_Art_Toys_5cf3c879-e5d3-4057-bfd6-b6f992323658.png,The Mandalorian with The Child,The Mandalorian with The Child,"Pop! Vinyl, Pop! Star Wars",Funko,,889698509596,2020/9/21,Standard,"3.75""",402,18.0,Mint,,,,,,1,HDBC64468454,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
635867,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/635867"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468449"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/992760/The_Mandalorian_Vinyl_Art_Toys_dfc95608-8753-4a61-9c12-e8d0c17423ff.png,The Mandalorian,The Mandalorian,"Pop! Vinyl, Pop! Star Wars",Funko,GameStop,889698538787,2021/1,Exclusive,"3.75""",408,15.0,Mint,,,,,,1,HDBC64468449,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647616,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647616"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468483"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/899799/Yoda_%2528Valentine_%252F_Pink%2529_Art_Toys_aab4905e-5916-419a-b528-a46f539c4114.JPG,Yoda (Valentine / Pink),Yoda (Valentine / Pink),"Pop! Vinyl, Pop! Star Wars",Funko,,889698528702,2021/2,Standard,1/20,421,11.0,Mint,,,,,,1,HDBC64468483,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647615,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647615"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468550"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/899796/R2-D2_Art_Toys_42366ab9-9cad-4aaf-b392-4a7633df9c65.JPG,R2-D2,R2-D2,"Pop! Vinyl, Pop! Star Wars",Funko,Funko Shop,889698541299,2021/2,Exclusive,,420,30.0,Mint,,,,,,1,HDBC64468550,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647625,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647625"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468575"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1365325/Rey_%2528Two_Lightsabers%2529_Vinyl_Art_Toys_a79af638-6a95-4dec-b9d7-8400c853a049.jpg,Rey (Two Lightsabers),Rey (Two Lightsabers),"Pop! Vinyl, Pop! Star Wars",Funko,,889698514842,2021,Standard,,434,12.0,Mint,,,,,,1,HDBC64468575,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
688426,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/688426"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468641"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/966125/Crosshair_%2528Kamino%2529_Art_Toys_c1a24d5c-b6be-4e31-94ee-095a09b78ce0.JPG,Crosshair (Kamino),Crosshair (Kamino),"Pop! Vinyl, Pop! Star Wars",Funko,Amazon,889698554954,2021/6,Exclusive,"3.75""",444,15.0,Mint,,,,,,1,HDBC64468641,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
911101,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/911101"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468668"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1425489/Darth_Vader_Vinyl_Art_Toys_78032f33-3781-4a45-a620-8b144bdcd6af.png,Darth Vader,Darth Vader,"Pop! Vinyl, Pop! Star Wars",Funko,Target,889698579315,2021,Exclusive,"3.75""",456,19.0,Mint,,,,,,2,HDBC64468668,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
691079,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/691079"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468719"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1079268/C-3PO_Vinyl_Art_Toys_012c6a88-5c45-4ca9-b29a-466d20464b33.jpg,C-3PO,C-3PO,"Pop! Vinyl, Pop! Star Wars, Star Wars: Retro Series",Funko,Target,889698579346,2021/8,Exclusive,"3.75""",454,11.0,Mint,,,,,,2,HDBC64468719,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
692090,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/692090"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468778"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/987607/Darth_Maul_%2528with_Darksaber_and_Lightsaber%2529_Vinyl_Art_Toys_d716a44d-233c-49fe-a03d-7eec16dee22d.png,Darth Maul,Darth Maul,"Pop! Vinyl, Pop! Star Wars",Funko,Chalice Collectibles,889698567909,2021,Exclusive,"3.75""",450,23.0,Mint,,,,,,1,HDBC64468778,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
380275,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/380275"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468844"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/582300/Ahsoka_%2528The_Clone_Wars%2529_%2528Action_Pose%2529_Vinyl_Art_Toys_e1fcd875-ac2f-41c8-9508-d428e8e4dae7.jpeg,Ahsoka (The Clone Wars) (Action Pose),Ahsoka (The Clone Wars) (Action Pose),"Hot Topic, Pop! Vinyl, Pop! Star Wars",Funko,Hot Topic,889698317955,2018/8,Exclusive,"3.75""",272,23.0,Mint,,,,,,2,HDBC64468844,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
708127,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/708127"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468378"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/999087/General_Grievous_%2528Metallic%2529_Vinyl_Art_Toys_5ba5cc5e-e2f2-4b7a-9502-f4c071d070d7.png,General Grievous (Four Lightsabers),General Grievous (Four Lightsabers),"Pop! Vinyl, Pop! Star Wars",Funko,Hot Topic,889698561396,2021/8,Exclusive,,449,25.0,Mint,,,,,,4,HDBC64468378,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
622492,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/622492"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468600"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1366240/Ahsoka_Vinyl_Art_Toys_2e13a24e-a163-4cc0-b5f6-6000b67eec05.png,Ahsoka,Ahsoka,"Pop! Vinyl, Pop! Star Wars",Funko,GameStop,889698523523,2021/1,Exclusive,"3.75""",414,14.0,Mint,,,,,,2,HDBC64468600,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
717488,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/717488"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468861"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1013624/Ahsoka_Vinyl_Art_Toys_5b3adcd2-2329-4f94-94af-1cac97440b2e.jpg,Ahsoka,Ahsoka,"Pop! Vinyl, Pop! Star Wars",Funko,Hot Topic,889698107662,2021,Exclusive,"3.75""",130,28.0,Mint,,,,,,1,HDBC64468861,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
702854,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702854"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469713"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/991968/Rey_%2528Jakku%2529_Vinyl_Art_Toys_995dc871-956c-4f5b-9986-a3f8fac927e4.png,Rey (Jakku),Rey (Jakku),"Pop! Vinyl, Pop! Star Wars, Star Wars Adventures Across The Galaxy",Funko,Amazon,889698554985,2021/8,Exclusive,"3.75""",451,10.0,Mint,,,,,,1,HDBC64469713,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
688428,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/688428"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469767"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/966130/Hunter_%2528Kamino%2529_Art_Toys_3588129b-c103-4154-9876-c5a8fc7dd3cc.JPG,Hunter (Kamino),Hunter (Kamino),"Amazon, Pop! Vinyl, Pop! Star Wars, Star Wars Adventures Across The Galaxy",Funko,Amazon,889698556231,2021/6,Exclusive,,446,16.0,Mint,,,,,,1,HDBC64469767,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
702880,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702880"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469782"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/992092/_Imperial_Super_Commando_Vinyl_Art_Toys_fef13962-58c0-4e5e-807d-51567e396abb.png,Imperial Super Commando,Imperial Super Commando,"Pop! Vinyl, Pop! Star Wars",Funko,GameStop,889698559119,2021/8,Exclusive,"3.75""",452,15.0,Mint,,,,,,1,HDBC64469782,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
510117,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/510117"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469738"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/737485/Yoda_%2528Green_Chrome%2529_%255BSummer_Convention%255D_Vinyl_Art_Toys_16ae6740-1c1e-4f38-be08-83ded23e8faa.jpg,Yoda (Green Chrome) [Summer Convention],Yoda (Green Chrome) [Summer Convention],"Pop! Vinyl, Pop! Star Wars",Funko,FYE,0889698419048,2019/7,Exclusive,"3.75""",124,15.0,Mint,,,,,,1,HDBC64469738,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
711139,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/711139"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671501"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/2862651/Leonardo_Art_Toys_7893de32-e894-4ee8-8052-0428d43f21b3(2).png,Leonardo,Leonardo,"Pop! Vinyl, Pop! Digital, Teenage Mutant Ninja Turtles X Funko Series 1",Funko,Droppp,889698626194,2021/8/3,"Exclusive, Limited Edition","3.75""",01,430.0,Mint,,,,,,1,HDBC57671501,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
647807,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647807"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480347"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/963780/Dinopool_Art_Toys_5626258c-7dde-44cd-9068-dcb0f04373b0.JPG,Dinopool,Dinopool,"Pop! Vinyl, Pop! Marvel",Funko,,889698546553,2021,Standard,,777,15.0,Mint,,,,,,1,HDBC64480347,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
647805,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647805"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480394"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1351342/Backyard_Griller_Deadpool_Vinyl_Art_Toys_253facd2-f370-44ab-be4e-008039736daf.jpg,Backyard Griller Deadpool,Backyard Griller Deadpool,"Pop! Vinyl, Pop! Marvel",Funko,,889698546522,2021,Standard,,774,14.0,Mint,,,,,,1,HDBC64480394,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
656193,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656193"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480161"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/916276/Spider-Man_2099_Art_Toys_d3c4c829-3e57-4612-90c8-a484ce86908a.JPG,Spider-Man 2099,Spider-Man 2099,"Pop! Vinyl, Pop! Marvel",Funko,Walgreens,0889698512893,2021/3/1,Exclusive,"3.75""",761,30.0,Mint,,,,,,2,HDBC64480161,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
519974,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/519974"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480417"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/3188130/Loki_%2528First_Appearance%2529_Art_Toys_8035149c-e70b-4390-9807-0e59355db2fe(2).jpg,Loki (First Appearance),Loki (First Appearance),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698412421,2019/9,Exclusive,"3.75""",508,14.0,Mint,,,,,,1,HDBC64480417,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
693884,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/693884"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480480"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/974385/Iron_Patriot_Art_Toys_733f80b5-3049-4a04-8de4-fd433d842390.JPG,Iron Patriot,Iron Patriot,"Pop! Vinyl, Pop! Marvel",Funko,Funko Shop,889698512831,2021/6,Exclusive,"3.75""",868,12.0,Mint,,,,,,1,HDBC64480480,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
644002,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/644002"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480499"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1612136/Loki_Vinyl_Art_Toys_d8f4e981-a92d-4041-8d42-303995bcc345.png,Loki - GITD,Loki - GITD,"Pop! Vinyl, Pop! Marvel",Funko,Funko Shop,889698512886,2021/2/12,Exclusive,"3.75""",747,27.0,Mint,,,,,,2,HDBC64480499,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
505913,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/505913"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480149"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1614675/Captain_America_%2528with_Mjolnir%2529_Vinyl_Art_Toys_3ca83805-39b9-4efa-a0ee-a34b50d21471.png,Captain America,Captain America,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698385893,2019/5,Exclusive,"3.75""",481,34.0,Mint,,,,,,1,HDBC64480149,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
540478,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/540478"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480097"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1428177/Star-Lord_with_Power_Stone_Vinyl_Art_Toys_0dc61727-cc21-426c-b435-06ce41a7c76f.jpg,Star-Lord with Power Stone,Star-Lord with Power Stone,"Pop! Vinyl, Pop! Marvel",Funko,,889698469579,2020/4,Exclusive,"3.75""",611,27.0,Mint,,,,,,1,HDBC64480097,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
526735,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/526735"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64480122"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/854347/Groot_%2528Holiday%2529_%2528Standing%2529_Vinyl_Art_Toys_56b948ed-67d6-4e5e-8209-8b9c4d2d3602.png,Groot (Holiday),Groot (Holiday),"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698437936,2019/11,Exclusive,"3.75""",536,14.0,Mint,,,,,,1,HDBC64480122,,,,,,Marvel,2108439,,,2024-09-10,,Mint,Public,,
